# Copyright (c) 1966-2016 Johns Hopkins University. Use of this file adheres to the terms specified at http://omim.org/help/agreement.
# Generated: 2016-05-26
# See end of file for additional documentation on specific fields
# Sort	Month	Day	Year	Cyto Location	Gene Symbols	Confidence	Gene Name	MIM Number	Mapping Method	Comments	Phenotypes	Mouse Gene Symbol
19.868	5	12	00	19q13.42	KIR2DL1, NKAT1	P	Killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 1	604936	REa, REc			
19.869	4	23	03	19q13.42	KIR3DL1, NKAT3, NKB1, AMB11, KIR3DS1	P	Killer cell immunoglobulin-like receptor, three domains, long cytoplasmic tail, 1	604946	REa, REc		{AIDS, delayed/rapid progression to}, 609423 (3)	
19.870	5	12	00	19q13.42	KIR2DL3, NKAT2	P	Killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 3	604938	REa, REc			
19.871	5	12	00	19q13.42	KIR2DL4, KIR103AS	P	Killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 4	604945	REa, REc			
19.872	5	12	00	19q13.4	KIR2DS1	P	Killer cell immunoglobulin-like receptor, two domains, short cytoplasmic tail, 1	604952	REc			
19.873	5	12	00	19q13.42	KIR2DS4, NKAT8	P	Killer cell immunoglobulin-like receptor, two domains, short cytoplasmic tail, 4	604955	REa, REc			
19.874	5	12	00	19q13.42	KIR3DL2, NKAT4	P	Killer cell immunoglobulin-like receptor, three domains, long cytoplasmic tail, 2	604947	REc			
19.875	8	24	09	19q13.4	KIR2DL2, NKAT6	P	Killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 2	604937	REa, REc			
19.876	4	29	14	19q13.4	KIR2DL5B	P	Killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 5B	615727	REc, Psh			
19.877	8	24	09	19q13.4	KIR2DS2, NKAT5	P	Killer cell immunoglobulin-like receptor, two domains, short cytoplasmic tail, 2	604953	R, REc			
19.878	8	24	09	19q13.4	KIR2DS3, NKAT7	P	Killer cell immunoglobulin-like receptor, two domains, short cytoplasmic tail, 3	604954	R, REc			
19.879	3	31	15	19q13.4	KIR2DS5, NKAT9, CD158G	P	Killer cell immunoglobulin-like receptor, two domains, short cytoplasmic tail, 5	604956	REc			
19.880	8	19	13	19q13.42	KIR3KL3, KIRC1, KIR3DL7, KIR44	P	Killer cell immunoglobulin-like receptor, three domains, long cytoplasmic tail, 3	610095	REc			
19.881	9	20	14	19q13.33	KLK1, KLKR	C	Kallikrein 1	147910	REa, A, Fd	~10cM distal to APOC2	[Kallikrein, decreased urinary activity of], 615953 (3)	7(Kal)
19.882	11	30	06	19q13.33	KLK2	C	Kallikrein-related peptidase 2	147960	REa, RE	12kb from APS		
19.883	11	30	06	19q13.42	KIR3DP1, CD158C, KIRX, KIR48, KIR2DS6	P	Killer cell immunoglobulin-like receptor, three domains, pseudogene	610604	REc	functional in some individuals		
19.884	5	12	99	19q13.33	KLK3, APS, PSA	C	Kallikrein-related peptidase 3	176820	REa, RE, A	probably with cluster KLK1, KLK2		7(Aps)
19.885	8	4	09	19q13.41	KLK4, EMSP1, PRSS17, AI2A1	C	Kallikrein-related peptidase 4	603767	Psh, A		Amelogenesis imperfecta, type IIA1, 204700 (3)	
19.886	2	15	01	19q13.41	KLK5, SCTE, KLKL2	C	Kallikrein-related peptidase 5	605643	REc, REn			
19.887	2	15	01	19q13.41	KLK8, TADG14, PRSS19	P	Kallikrein-related peptidase 8	605644	REn			
19.888	11	30	06	19q13.41	KLK11, PRSS20, TLSP	C	Kallikrein-related peptidase 11	604434	REn			
19.889	11	30	06	19q13.41	KLK12, KLKL5	C	Kallikrein-related peptidase 12	605539	REn			
19.890	11	30	06	19q13.41	KLK13, KLKL4	C	Kallikrein-related peptidase 13	605505	REc			
19.891	11	30	06	19q13.41	KLK6, PRSS9, ZYME	C	Kallikrein-related peptidase 6	602652	Psh, A			
19.892	11	30	06	19q13.41	KLK9, KLKL3	C	Kallikrein-related peptidase 9	605504	REc, REn			
19.893	11	30	06	19q13.41	KLK14	C	Kallikrein-related peptidase 14	606135	REc			
19.894	11	30	06	19q13.41	KLK10, PRSSL1, NES1	C	Kallikrein-related peptidase 10	602673	A, REn			
19.895	11	30	06	19q13.33	KLK15	C	Kallikrein-related peptidase 15	610601	REc			
19.896	2	21	14	19q13.32	KPTN, 2E4, MRT41	P	Kaptin	615620	REc		Mental retardation, autosomal recessive 41, 615637 (3)	
19.897	12	15	98	19q13.42	LAIR1	P	Leukocyte-associated immunoglobulin-like receptor 1	602992	A			
19.898	8	21	00	19q13.42	LILRA2, LIR7, ILT1	C	Leukocyte immunoglobulin-like receptor, subfamily A, member 2	604812	R			
19.899	8	21	00	19q13.42	LILRB1, LIR1, ILT2, MIR7, CD85	C	Leukocyte immunoglobulin-like receptor, subfamily B, member 1	604811	R			
19.900	8	21	00	19q13.42	LILRB2, LIR2, ILT4, MIR10	C	Leukocyte immunoglobulin-like receptor, subfamily B, member 2	604815	R, A			
19.901	8	21	00	19q13.42	LILRB3, LIR3, ILT5, HL9	C	Leukocyte immunoglobulin-like receptor, subfamily B, member 3	604820	R			
19.902	8	21	00	19q13.42	LILRB4, LIR5, ILT3, HM18	C	Leukocyte immunoglobulin-like receptor, subfamily B, member 4	604821	R, A			
19.903	8	21	00	19q13.4	LILRA3, LIR4, ILT6, HM43	C	Leukocyte immunoglobulin-like receptor, subfamily A, member 3	604818	R			
19.904	8	6	13	19q13.41	LIM2, MP19, CTRCT19	C	Lens intrinsic protein 2, 19kD	154045	REc, REa, A	same cosmid as ETFB	Cataract 19, multiple types, 615277 (3)	7(Lim2)
19.905	7	7	09	19q13.4	MENOQ2	P	Menopause, natural, age at, QTL2	612884	Fd	associated with rs1172822, rs2384687, rs1551562, rs897798	{Menopause, natural, age at, QTL2} (2)	
19.906	5	16	05	19q13.42	NALP2, PAN1, PYPAF2	P	NACHT-, leucine-rich repeat-, and PYD-containing 2	609364	REc			
19.907	3	7	06	19q13.43	NALP4, PAN2, PYPAF4	C	NACHT domain-, leucine-rich repeat-c and PYD-containing protein 4	609645	REc			
19.908	11	14	14	19q13.42	NALP7, NOD12, PYPAF3, HYDM	C	NACHT domain-, leucine-rich repeat-, and PYD-containing protein 7	609661	Fd, REc		Hydatidiform mole, recurrent, 1, 231090 (3)	
19.909	3	7	06	19q13.43	NALP8, NOD16, PAN4	P	NACHT domain-, leucine-rich repeat-, and PYD-containing protein 8	609659	REc			
19.910	4	17	13	19q13.42	NLRP12, NALP12, PYPAF7, RNO, FCAS2	C	NLR family, pyrin domain containing 12	609648	REc		Familial cold autoinflammatory syndrome 2, 611762 (3)	
19.911	3	7	06	19q13.42	NALP9, NOD6	P	NACHT domain-, leucine-rich repeat-, and PYD-containing protein 9	609663	REc			
19.912	3	7	06	19q13.42-q13.43	NALP11, PYPAF7, NOD17	P	NACHT domain-, leucine-rich repeat-, and PYD-containing protein 11	609664	REc			
19.913	3	7	06	19q13.43	NALP13, NOD14	P	NACHT domain-, leucine-rich repeat-, and PYD-containing protein 13	609660	REc			
19.914	4	18	02	19q13.42	OSCAR	P	Osteoclast-associated receptor	606862	REc			7(Oscar)
19.915	8	5	97	19q13.43	PEG3	P	Paternally expressed gene 3	601483	REc			7(Peg3)
19.916	3	23	15	19q13.33	PNKP, PNK, MCSZ, EIEE10, MCSZ, AOA4	C	Polynucleotide kinase 3' phosphatase	605610	A		Microcephaly, seizures, and developmental delay, 613402 (3); Ataxia-oculomotor apraxia 4, 616267 (3)	
19.917	5	13	15	19q13.41	PPP2R1A, MRD36	P	Protein phosphatase 2, structural/regulatory subunit A, alpha	605983	REc		Mental retardation, autosomal dominant 36, 616362 (3)	
19.918	4	23	03	19q13.42	PRKCG, PKCC, PKCG, SCA14	C	Protein kinase C, gamma polypeptide	176980	REa, A, Fd		Spinocerebellar ataxia 14, 605361 (3)	7(Pkcc)
19.919	10	30	01	19q13.42	PRPF31, PRP31, RP11	P	Precursor RNA-processing factor 31, S. cerevisiae, homolog of	606419	REc		Retinitis pigmentosa 11, 600138 (3)	
19.920	4	15	98	19q13.42	PTPRH	P	Protein tyrosine phosphatase, receptor type, H	602510	A			
19.921	2	17	09	19q13.42	RFPL4A, RNF210	P	Ret finger protein-like 4A	612601	REc			7(Rfpl4a)
19.922	11	15	08	19q13.42	TSEN34, PCH2C, LENG5, SEN34	P	tRNA splicing endonuclease 34, S. cerevisiae, homolog of	608754	REc, Fd		Pontocerebellar hypoplasia type 2C, 612390 (3)	
19.923	6	19	00	19q13.43	ZNF132	P	Zinc finger protein-132	604074	A			
19.924	6	28	99	19q13.42	RPL28	P	Ribosomal protein L28	603638	RE, R			
19.925	6	28	99	19q13.43	RPS5	P	Ribosomal protein S5	603630	RE, R			
19.926	6	28	99	19q13.42	RPS9	P	Ribosomal protein S9	603631	RE, R			
19.927	2	15	01	19q13.41	SIGLEC9	P	Sialic acid-binding immunoglobulin-like lectin 9	605640	REc			
19.928	6	8	09	19q13.41	SIGLEC10	C	Sialic acid-binding immunoglobulin-like lectin 10	606091	REc			
19.929	9	21	11	19q13.41	SIGLEC12, SIGLECL1, S2V, SLG	P	Sialic acid-binding immunoglobulin-like lectin 12	606094	REc			
19.930	2	11	16	19q13.42	TARM1	P	T cell-interacting activating receptor on myeloid cells 1	616802	REc			
19.931	2	20	08	19q13.42	TNNI3, CMH7, CMD2A, RCM1, CMD1FF	C	Troponin-I, cardiac	191044	REa, R	mutation identified in 1 CMD2A family	Cardiomyopathy, hypertrophic, 7, 613690 (3); Cardiomyopathy, familial restrictive, 1, 115210 (3); ?Cardiomyopathy, dilated, 2A, 611880 (3); Cardiomyopathy, dilated, 1FF, 613286 (3)	7(Tnni3)
19.932	8	2	13	19q13.42	TNNT1, ANM, NEM5	C	Troponin-T1, skeletal, slow	191041	REa, Psh, A		Nemaline myopathy 5, Amish type, 605355 (3)	
19.933	4	4	01	19q13.42	TTYH1	P	Tweety, Drosophila, homolog of, 1	605784	A, R			
19.934	3	14	03	19q13.43	VN1R1, V1RL1	P	Vomeronasal 1 receptor 1	605234	R			
19.935	2	12	16	19q13.42	VSTM1, SIRL1	P	V-SET and transmembrane domains-containing protein 1	616804	REc			
19.936	9	2	10	19q13.43	ZNF71	P	Zinc finger protein-71 (Cos26)	194545	REc	previously assigned to 22q11.2		
19.937	6	19	00	19q13.43	ZNF134	P	Zinc finger protein-134	604076	A			
19.938	6	19	00	19q13.43	ZNF135	P	Zinc finger protein-135	604077				
19.939	6	19	00	19q13.43	ZNF154	P	Zinc finger protein-154	604085	A			
19.940	10	4	99	19q13.41	ZNF175, OTK18	P	Zinc finger protein-175	601139	A			
19.941	8	24	09	19q13.43	ZNF264	P	Zinc finger protein-264	604668	R, REc			
19.942	5	10	04	19q13.43	ZNF272, HZF8, ZNF460	P	Zinc finger protein-272	604755	REc			
19.943	8	24	09	19q13.43	ZNF274	P	Zinc finger protein-274	605467	R, REa, REc			
19.944	5	10	04	19q13.12	ZNF461, GIOT1	P	Zinc finger protein-461	608640	REc			
19.945	12	29	06	19q13.42	ZNF628, ZEC	P	Zinc finger protein 628	610671	REc			
19.946	8	20	07	19q13.43	ZNF667, MIPU1	P	Zinc finger protein 667	611024	REc			
19.947	6	12	97	19q13.43	ZNFC25	P	Zinc finger protein-C2H2-25	601856	Psh, REc			
19.948	2	11	16	19q13.43	ZFP28	P	Zinc finger protine 28	616798	REc			
19.949	4	20	11	19q13.4-qter	AAVS1	P	Adeno-associated virus integration site-1	102699	REa, A			
19.950	11	25	13	19q13.41	LKL7, PRSS6, SCCE	P	Kallikrein-related peptidase 7	604438	REc			
19.951	8	19	13	19q13.41	MIRLET7E, LET7E	P	Micro RNA Let7e	611250	REc			
19.952	3	29	12	19q13.41	MIR99B	P	Micro RNA 99B	614510	REc			
19.953	4	6	15	19q13.42	MIR371A	P	Micro RNA 371A	612043	REc			
19.954	3	23	09	19q13.42	MIR372, MIRN372	P	Micro RNA 372	612044	REc			
19.955	3	23	09	19q13.42	MIR373, MIRN373	P	Micro RNA 373	611954	REc			
19.956	3	1	16	19q13.41	ZNF468	P	Zinc finger protein 468	616841	REc			
19.957	5	16	11	19q13.41	ZNF480	P	Zinc finger protein 480	613910	REc			
19.958	12	26	13	19q13.41	ZNF528, KIAA1827	P	Zinc finger protein 528	615580	REc			
19.959	3	20	08	19q13.41	ZNF649	P	Zinc finger protein 649	611903	R, REc			
19.960	9	29	10	19q13.42	CCDC106	P	Coiled-coil domain-containing protein 106	613478	REc			
19.961	7	14	14	19q13.42	CDC42EP5, CEP5, BORG3	P	CDC42 effector protein 5	609171	REc			
19.962	8	19	13	19q13.42	DPRX	P	Divergent-paired related homeobox	611165	REc	many pseudogenes		
19.963	7	14	14	19q13.42	FIZ1, FLJ14768	P	FLT3-interacting zinc finger protein 1	609133	REc			
19.964	8	17	09	19q13.42	HSPBP1	P	Heat-shock 70kD protein-binding protein 1	612939	REc			
19.965	8	17	09	19q13.42	ISOC2	P	Isochorismatase domain-containing 2	612928	REc			
19.966	9	28	15	19q13.42	LENG8, KIAA1932	P	Leukocyte receptor cluster gene 8	616575	R, REc			
19.967	12	30	14	19q13.42	LIAR2, CD306	P	Leukocyte-associated immunoglobulin-like receptor 2	602993	REc			
19.968	11	11	14	19q13.42	LILRA4, ILT7	P	Leukocyte immunoglobulin-like receptor, subfamily A, member 4	607517	R, REc			
19.969	9	24	11	19q13.42	MIR519D, MIRN519D	P	Micro RNA 519D	614247	REc			
19.970	8	18	14	19q13.42	MIR520C	P	Micro RNA 520C	615908	REc			
19.971	3	25	15	19q13.42	MIR520G	P	Micro RNA 520G	616272	REc			
19.972	9	2	12	19q13.42	MIR520H	P	Micro RNA 520H	614755	REc			
19.973	8	24	09	19q13.42	NCR1, LY94, NKP46	P	Natural cytotoxicity triggering receptor 1 (lymphocyte antigen 94, mouse, homolog of)	604530	REa, REc			
19.974	5	25	13	19q13.42	NDUFA3	P	NADH-ubiquinone oxidoreductase 1 alpha subcomplex, 3	603832	REc			
19.975	3	29	07	19q13.42	SAPS1, PP6R1, KIAA1115	P	SAPS domain family, member 1	610875	R, REc			
19.976	12	29	09	19q13.42	SUV420H2	P	Suppressor of variegation 4-20, Drosophila, homolog of, 2	613198	REc			
19.977	2	1	11	19q13.42	SYT5	P	Synaptotagmin-5	600782	REc			7(Syt5)
19.978	7	18	14	19q13.42	U2AF2, U2AF65	P	U2 small nuclear RNA auxiliary factor 2	191318	REc			
19.979	3	1	07	19q13.42	UBE2S, EPF5, E2EPF	P	Ubiquitin-conjugating enzyme E2S	610309	REc, R			
19.980	8	19	13	19q13.43	DUXA	P	Double homeobox A	611168	REc	many pseudogenes		
19.981	8	24	09	19q13.43	SLC27A5, FATP5, VLACSR, VLCSH2	P	Solute carrier family 27 (fatty acid transporter), member 5	603314	R, REc			
19.982	11	3	11	19q13.43	STK13, AIE2, SPGF5	C	Serine/threonine kinase 13, aurora/Ipl1-like	603495	RE, A, R		Spermatogenic failure 5, 243060 (3)	
19.983	6	13	12	19q13.43	UBE2M, UBC12	P	Ubiquitin-conjugating enzyme E2M	603173	REc			
19.984	1	13	11	19q13.43	ZNF8	P	Zinc finger protein-8	194532	REc	previously assigned to 20q13		
19.985	3	28	11	19q13.43	ZNF304	P	Zinc finger protein 304	613840	REc			
19.986	8	24	09	19q13.43	ZNF444, EZF2	P	Zinc finger protein 444	607874	R, REc			
19.987	3	8	16	19q13.43	ZNF543	P	Zinc finger protein 543	616847	REc			
19.988	1	7	14	19q13.43	ZNF582	P	Zinc finger protein 582	615600	REc			
19.989	5	16	11	19q13.43	ZNF606, ZNF328, KIAA1852	P	Zinc finger protein 606	613905	REc			
19.990	7	26	10	19q13.43	ZSCAN4, ZNF494	P	Zinc finger- and SCAN domain-containing protein 4	613419	REc, H			7(Zscan4)
19.991	8	24	09	19q13.43	ZSCAN22, HKR2	P	Zinc finger- and SCAN domain-containing protein 22	165260	REa			
19.992	6	19	00	Chr.19	ZNF97	P	Zinc finger protein-97	603979	REc			
20.1	8	23	01	20q11.22	NFS1, NIFS	P	Nitrogen fixation gene 1	603485	R			
20.2	5	13	93	20p12.3	CHGB, SCG1	C	Chromogranin B (secretogranin B)	118920	REa, A, H			2(Scg1)
20.3	10	28	99	20p13	PRND, DPL	P	Prion gene complex, downstream (doppel)	604263	REc			2(Prnd)
20.4	11	27	13	20p13	PRNP, PRIP, KURU, CJD	C	Prion protein (p27-30)	176640	REa, REb, A	pter-PRNP-SCG1-BMP2A-PAX1-cen	Creutzfeldt-Jakob disease, 123400 (3); Gerstmann-Straussler disease, 137440 (3); Insomnia, fatal familial, 600072 (3); Prion disease with protracted course, 606688 (3); Huntington disease-like 1, 603218 (3); {Kuru, susceptibility to}, 245300 (3); Cerebral amyloid angiopathy, PRNP-related, 137440 (3)	2(Prnp)
20.5	10	8	08	20pter-p11.2	BMIQ6	P	Body mass index quantitative trait locus 6	608559	Fd	near D20S482 and D20S851	[Body mass index QTL6] (2)	
20.6	9	3	02	20p13	ADAM33	P	A disintegrin and metalloproteinase domain 33	607114	REc			
20.7	8	26	09	20p13	ADRA1D, ADRA1A	C	Adrenergic, alpha-1D-, receptor	104219	A	incorrectly assigned to 5q		11(Adra1a)
20.8	4	23	04	20p13	ALS7	P	Amyotrophic lateral sclerosis 7	608031	Fd	max lod at D20S103	Amyotrophic lateral sclerosis 7 (2)	
20.9	6	28	99	20p13	ANGPT4, ANG4	P	Angiopoietin 4	603705	A	no ANGT3 in human		2(Angpt3)
20.10	9	18	12	20p13	AP5S1, C20orf29	P	Adaptor-related protein complex 5, sigma-1 subunit	614824	REc			
20.11	8	14	00	20p13	ATRN, MGCA	P	Attractin (mahogany, mouse, homolog of)	603130	REc			2(Atrn)
20.12	4	25	93	20p13	AVP, AVRP, VP	C	Arginine vasopressin (neurophysin II, antidiuretic hormone)	192340	REa, RE, Fd	distal 20p	Diabetes insipidus, neurohypophyseal, 125700 (3)	2(Avp)
20.13	12	29	06	20p13	C20orf28, CLAMP, SPEF1	P	Sperm flagellar protein 1	610674	REc			2(Spef1)
20.14	8	5	11	20p13	C20orf194	P	Chromosome 20 open reading frame 194	614146	REc			
20.15	11	4	93	20p13	CDC25B	C	Cell division cycle 25B	116949	REa, A, Psh			
20.16	6	15	99	20p12.3	CDS2	C	CDP-diacylglycerol synthase 2	603549	R, A, H			2(Cds2)
20.17	1	12	95	20p13	CENPB	C	Centromeric protein B	117140	REa, A			
20.18	10	23	92	20p13	CSNK2A1, CK2A1	C	Casein kinase-2, alpha-1 polypeptide	115440	REa, A	pseudogene on 11p15		
20.19	2	3	15	20p13	DDRGK1, UFBP1, C20orf116	P	DDRGK domain-containing protein 1	616177	REc			
20.20	3	22	06	20p13	EBF4, KIAA1442	P	Early B-cell factor 4	609935	R, REc			
20.21	3	23	14	20p13	FAM110A, C20orf55	P	Family with sequence similarity 110, member A	611393	REc			
20.22	10	5	11	20p13	FASTKD5	P	Fast kinase domain-containing protein 5	614272	REc			
20.23	4	25	93	20p13	FKBP1A, FKBP12	C	FK506-binding protein-1A, 12kD	186945	Psh, A			
20.24	2	18	98	20p13	GNRH2	P	Gonadotropin-releasing hormone-2	602352	A			
20.25	1	16	07	20p13	HSPA12B	P	Heat-shock 70kD protein 12B	610702	REc			2(Hspa12b)
20.26	5	4	12	20p13	IDH3B, RP46	P	Isocitrate dehydrogenase 3, beta subunit	604526	R, A		Retinitis pigmentosa 46, 612572 (3)	
20.27	7	17	03	20p12.3	KIND1, URP1, C20orf42	C	Kindlin 1	607900	REc, Fd		Kindler syndrome, 173650 (3)	
20.28	10	12	09	20p13	MAVS, VISA, IPS1, MAVS, CARDIF, KIAA1271	P	Mitochondrial antiviral signaling protein	609676	R, REc			
20.29	12	21	09	20p13	MIR103-2, MIRN103-2	P	Micro RNA 103-2	613188	REc			
20.30	8	9	11	20p13	MIR1292, MIRN1292	P	Micro RNA 1292	614155	REc			
20.31	4	24	08	20p13	MRPS26, MRPS13	P	Mitochondrial ribosomal protein S26	611988	R, REc			
20.32	9	6	11	20p13	NOP56, SCA36	P	Nop56, S. cerevisiae, homolog of	614154	REc		Spinocerebellar ataxia 36, 614153 (3)	
20.33	12	29	06	20p13	NRSN2	P	Neurensin 2	610666	REc			
20.34	4	25	93	20p13	OXT	C	Oxytocin-neurophysin I	167050	RE, Fd, A	12kb from ARVP		2(Oxt)
20.35	12	21	10	20p13	PDYN, SCA23	C	Prodynorphin	131340	REa, A, Fd		Spinocerebellar ataxia 23, 610245 (3)	
20.36	9	28	12	20p12.3	PROKR2, PKR2, GPR73L1, HH3	P	Prokineticin receptor 2	607123	REc		Hypogonadotropic hypogonadism 3 with or without anosmia, 244200 (3)	
20.37	7	11	11	20p13	PROSAPIP1, KIAA0552	P	Proline-rich synapse-associated protein-interacting protein 1	610484	R, REc			
20.38	8	17	92	20p13	PTPRA, PTPA, PTPRL2, LRP	C	Protein tyrosine phosphatase, receptor type, alpha polypeptide	176884	REa, A			2(Ptpa)
20.39	2	4	15	20p13	RBCK1, HOIL1, PGBM1, PBMEI	P	RANBP-type and C3HC4-type zinc finger-containing 1	610924	R, REc		Polyglucosan body myopathy 1 with or without immunodeficiency, 615895 (3)	
20.40	8	8	08	20p13	RLS5	P	Restless legs syndrome, susceptibility to, 5	611242	Fd	max lod at D20S849	{Restless legs syndrome 5} (2)	
20.41	6	25	07	20p13	RSPO4, CRISTIN4	P	R-spondin family, member 4	610573	REc		Anonychia congenita, 206800 (3)	2(Rspo4)
20.42	2	15	06	20p13	SIRPG, SIRPB2	P	Signal regulatory protein, gamma	605466	Psh, R			
20.43	1	28	16	20p13	SIGLEC1, SN, CD169	P	Sialic acid-binding immunoglobulin-like lectin 1 (sialoadhesin)	600751	REa, A			2(Sn)
20.44	3	12	15	20p13	SNRPB, CCMS	P	Small nuclear ribonucleoprotein polypeptides B and B1	182282	REc		Cerebrocostomandibular syndrome, 117650 (3)	
20.45	8	29	02	20p13	SOX12, SOX22	P	SRY (sex-determining region Y)-box 12	601947	A			
20.46	7	13	98	20p13	SHPS1	P	SHP substrate-1	602461	A			2(Shps1)
20.47	1	20	06	20p11.23	SLC24A3, NCKX3	P	Solute carrier family 24 (sodium/potassium/calcium exchanger), member 3	609839	REc			
20.48	7	11	12	20p13	SLC52A3, C20orf54, RFT2, BVVLS1	P	Solute carrier family 52, riboflavin transporter, member 3	613350	REc		Brown-Vialetto-Van Laere syndrome 1, 211530 (3); Fazio-Londe disease, 211500 (3)	
20.49	7	18	14	20p13	SMOX, SMO, PAO1, C20orf16, PAOH	P	Spermine oxidase	615854	REc			
20.50	12	7	07	20p13	SNPH	P	Syntaphilin	604942	R, REc			
20.51	5	16	05	20p13	STK35, CLIK1	P	Serine/threonine kinase 35	609370	REn			
20.52	2	25	14	20p13	TBC1D20, C20orf140, WARBM4	P	TBC1 domain family, member 20	611663	REc		Warburg micro syndrome 4, 615663 (3)	
20.53	2	18	96	20p13	TCF15	P	Transcription factor-15 (basic helix-loop-helix)	601010	A			2(Meso1)
20.54	2	26	02	20p13	TMC2	P	Transmembrane channel-like protein 2	606707	REc			
20.55	3	31	15	20p13	TRIB3, NIPK, SINK, C20orf97, SKIP3	P	Tribbles, Drosophila, homolog of, 3	607898	R, REc			
20.56	11	19	15	20p13	VPS16	P	Vacuolar protein sorting 18, yeast, homolog of	608550	REc			
20.57	10	5	10	20p12.3	CRLS1, GCD10, C20orf155	P	Cardiolipin synthase 1	608188	REc			
20.58	3	19	15	20p12.3	MCM8, POF10	C	Minichromosome maintenance complement component 8	608187	REc	mutation identified in 1 POF10 family	?Premature ovarian failure 10, 612885 (3)	
20.59	3	9	10	20p13	PANK2, NBIA1, PKAN, HARP	P	Pantothenate kinase 2	606157	LD, Fd		Neurodegeneration with brain iron accumulation 1, 234200 (3); HARP syndrome, 607236 (3)	
20.60	7	22	11	20p13	TGM6, TG6, TGY, SCA35	P	Transglutaminase 6	613900	REc		Spinocerebellar ataxia 35, 613908 (3)	2(Tgm6)
20.61	12	24	08	20p13	RNF24, G1L	P	Ring finger protein 24	612489	REc			
20.62	3	30	16	20p13	SLC4A11, BTR1, NABC1, CHED, CDPD, FECD4	C	Solute carrier family 4 (sodium borate cotransporter), member 11	610206	REc, Fd		Corneal endothelial dystrophy, autosomal recessive, 217700 (3); Corneal endothelial dystrophy and perceptive deafness, 217400 (3); Corneal dystrophy, Fuchs endothelial, 4, 613268 (3)	
20.63	8	26	09	20p13	SLC23A2, SVCT2	C	Solute carrier family 23 (nucleobase transporters), member 2 (sodium-dependent vitamin C transporter 2)	603791	R, REc			
20.64	1	22	08	20p12.3	BMND7	P	Bone mineral density QTL 7	611738	Fd	most significant association with haplotype C	{Osteoporosis}, 166710 (2)	
20.65	2	23	09	20p12.3	CRCS11	P	Colorectal cancer, susceptibility to, 11	612592	Fd	associated with rs961253	{Colorectal cancer, susceptibility to, 11} (2)	
20.66	7	27	11	20p12.3	GPCPD1, GDE5, KIAA1434	P	Glycerophosphocholine phosphodiesterase GDE1, S. cerevisiae, homolog of	614124	REc			
20.67	1	21	16	20p12.3	TMX4	P	Thioredoxin-related transmembrane protein 4	616766	REc			
20.68	9	10	07	20p12.1	SPTLC3, SPTLC2L	P	Serine palmitoyltransferase, long-chain base subunit 3	611120	REc			
20.69	12	27	13	20p12.2	BTBD3, KIAA0952	P	BTB/POZ domain-containing protein 3	615566	REc			
20.70	6	1	12	20p12.2	LAMP5, BADLAMP	P	Lysosome-associated membrane protein 5	614641	REc			
20.71	9	20	14	20p12.2	SLX4IP, C20orf94	P	SLX4-interacting protein	615958	REc			
20.72	9	11	08	20p12.1	DSTN, ADF	P	Destrin	609114	R, REc			
20.73	6	22	14	20p12.1	ISM1, ISM	P	Isthmin 1, angiogenesis inhibitor	615793	REc			2(Ism1)
20.74	12	17	12	20p12.1	NDUFAF5, C20orf7	P	NADH dehydrongenase (ubiquinone) complex I, assembly factor T	612360	REc		Mitochondrial complex 1 deficiency, 252010 (3)	
